Company Name,Google Maps URL,Description,Website,stripped_website,Column 1,Phone,Address,Rating,Reviews Count,found contact already [y/n],Company Name,Website,Website Status,Address,Country,Person Linkedin,Title,First Name,Last Name,Email,Company Generic Emails,Company Email Source,Email Source,Mailtester,Personal Phone Number,Company Phone Number,Phone Source,Remarks
The Crab Trap House,https://www.google.com/maps/place/?q=place_id:ChIJm7HamQL_9IgRmsuYVu2QEkE,,http://thecrabtraphouse.com/,thecrabtraphouse.com,1,+1 404-748-1429,"1365 Forest Pkwy Suite D, Lake City, GA 30260, USA",4.8,445,No,The Crab Trap House,thecrabtraphouse.com,Web Working,"1365 Forest Pkwy Suite D, Lake City, GA 30260, United States",United States,,Owner,Quisha,Barber,N/A,N/A,,,Not Found,N/A,1 404-748-1429,,
Mad Mac's Gourmet Sandwich Shop,https://www.google.com/maps/place/?q=place_id:ChIJaxEJto3_9IgRek5a2BHFHsU,,https://eatatmacs.com/,eatatmacs.com,1,+1 404-748-1652,"1105 Main St #101, Forest Park, GA 30297, USA",4.5,472,No,Mad Mac's Gourmet Sandwich Shop,eatatmacs.com,Web Working,"1105 Main St #101, Forest Park, GA 30297, United States",United States,,,,,N/A,N/A,,,Not Found,N/A,1 404-748-1652,,
El Sabor De Eli (Mexican Food),https://www.google.com/maps/place/?q=place_id:ChIJ7SoayTz99IgRKWwVjBMlHUs,,https://www.elsabordeeli.com/,elsabordeeli.com,1,+1 404-963-7560,"5959 Ash St, Forest Park, GA 30297, USA",4.6,380,No,El Sabor De Eli (Mexican Food),elsabordeeli.com,Web Working,"5959 Ash St, Forest Park, GA 30297, United States",United States,,,,,N/A,N/A,,,Not Found,N/A,1 404-963-7560,,
Pho Ngon So 1,https://www.google.com/maps/place/?q=place_id:ChIJXVEQc5D-9IgRYRa6fja6xjk,,,,,+1 404-361-6110,"5372 Jonesboro Rd, Lake City, GA 30260, USA",4.4,317,No,Pho Ngon So 1,,Web Not Found,"5372 Jonesboro Rd, Lake City, GA 30260, United States",United States,,,,,N/A,N/A,,,Not Found,N/A,1 404-361-6110,,
Taqueria Manolos & Tortilleria Artesanal,https://www.google.com/maps/place/?q=place_id:ChIJnzOxIp799IgRrV7lGPr2EUg,,https://manolostortilleriaartesanalga.com/,manolostortilleriaartesanalga.com,1,+1 470-693-5938,"5955 Ash St, Forest Park, GA 30297, USA",3.9,61,No,Taqueria Manolos & Tortilleria Artesanal,manolostortilleriaartesanalga.com,Web Working,"5955 Ash St, Forest Park, GA 30297, United States",United States,,,,,N/A,N/A,,,Not Found,N/A,1 470-693-5938,,
Quickly,https://www.google.com/maps/place/?q=place_id:ChIJoW29IGP_9IgRwCTZYmXv27w,,http://www.quicklyusa.com/,quicklyusa.com,1,+1 770-731-7000,"5299 Jonesboro Rd #102, Morrow, GA 30260, USA",4.5,199,No,Quickly,quicklyusa.com,Web Working,"5299 Jonesboro Rd #102, Morrow, GA 30260, United States",United States,,Co-Founder & Chief Executive Officer,Kyle,Friedman,N/A,info@quicklyusa.com,,https://www.zoominfo.com/p/Kyle-Friedman/2690814001,Valid Email,N/A,1 770-731-7000,,
Grand Wings,https://www.google.com/maps/place/?q=place_id:ChIJJ8nrr4T-9IgRVVcQ_r89Mf8,,https://www.ordergrandwings.com/,ordergrandwings.com,1,+1 404-968-3300,"5232 Jonesboro Rd, Morrow, GA 30260, USA",4.3,280,No,Grand Wings,ordergrandwings.com,Web Working,"5232 Jonesboro Rd, Morrow, GA 30260, United States",United States,,,,,N/A,N/A,,,Not Found,N/A,1 404-968-3300,,
La Bonita Mexican Grill and Marisqueria Seafood,https://www.google.com/maps/place/?q=place_id:ChIJjWf_Qm389IgRwiILVXpGyrc,,http://labonitamexicangrill.com/,labonitamexicangrill.com,1,+1 404-361-5557,"5982 Old Dixie Hwy, Forest Park, GA 30297, USA",3.6,281,No,La Bonita Mexican Grill And Marisqueria Seafood,labonitamexicangrill.com,Web Working,"5982 Old Dixie Hwy, Forest Park, GA 30297, United States",United States,,,,,N/A,N/A,,,Not Found,N/A,1 404-361-5557,,
Kabobs Inc,https://www.google.com/maps/place/?q=place_id:ChIJjbw3n5P-9IgRxUkdxF-fouc,,http://kabobs.com/,kabobs.com,1,+1 404-361-6283,"5423 N Lake Dr, Morrow, GA 30260, USA",4.7,28,No,Kabobs Inc,kabobs.com,Web Working,"5423 N Lake Dr, Morrow, GA 30260, United States",United States,https://www.linkedin.com/in/scott-barnett-2895bb76/,President,Scott,Barnett,sbarnett@kabobs.com,customerservice@kabobs.com,,,Valid Email,N/A,1 404-361-6283,,
Philly Connection,https://www.google.com/maps/place/?q=place_id:ChIJvW6fSCP_9IgRZuXboJzeZJo,"Regional counter-serve chain serving up Philly-style cheesesteaks, plus subs, wings & salads.",http://www.phillyconnection.com/,phillyconnection.com,1,+1 404-608-0361,"5195 GA-42, Ellenwood, GA 30294, USA",3.7,717,No,Philly Connection,phillyconnection.com,Web Working,"5195 GA-42, Ellenwood, GA 30294, United States",United States,,Director,John,Pollock,johnpollock@phillyconnection.com,N/A,,,Valid Email,N/A,1 404-608-0361,,
Ocean Seafood & Chicken,https://www.google.com/maps/place/?q=place_id:ChIJ-8sLOjL_9IgRJiKdigJ145w,,https://www.oceanseafoodchicken.com/,oceanseafoodchicken.com,1,+1 678-829-3080,"5660 Jonesboro Rd, Lake City, GA 30260, USA",3.7,98,No,Ocean Seafood & Chicken,oceanseafoodchicken.com,Web Working,"5660 Jonesboro Rd, Lake City, GA 30260, United States",United States,,,,,N/A,N/A,,,Not Found,N/A,1 678-829-3080,,
Hong Kong City,https://www.google.com/maps/place/?q=place_id:ChIJkdmo8pX-9IgRuELaRMkHLGI,Basic option offering straightforward Chinese take-out dishes in an unfussy setting.,,,,+1 770-960-7766,"5656 Jonesboro Rd, Morrow, GA 30260, USA",4.2,153,No,Hong Kong City,,Web Not Found,"5656 Jonesboro Rd, Morrow, GA 30260, United States",United States,https://www.linkedin.com/in/philip-pan-a808b81a/,Owner,Philip,Pan,feipan88@aol.com,N/A,,,Valid Email,1 508-822-2888,1 770-960-7766,RocketReach,
J R Wings & Things,https://www.google.com/maps/place/?q=place_id:ChIJf6dFQ93-9IgRh8Ti1s0l0og,,,,,+1 404-675-4200,"5731 Trammell Rd, Lake City, GA 30260, USA",4.1,204,No,J R Wings & Things,,Web Not Found,"5731 Trammell Rd, Lake City, GA 30260, United States",United States,,Owner,Alfredo,Perez,N/A,N/A,,,Not Found,N/A,1 404-675-4200,,
Viet Deli,https://www.google.com/maps/place/?q=place_id:ChIJeU5Eh5D-9IgRFatDhS_VuA8,,,,,+1 404-641-6201,"5392 Jonesboro Rd, Lake City, GA 30260, USA",4.4,37,No,Viet Deli,,Web Not Found,"5392 Jonesboro Rd, Lake City, GA 30260, United States",United States,,Owner,Michael,Pham,N/A,N/A,,,Not Found,N/A,1 404-641-6201,,
Circle K,https://www.google.com/maps/place/?q=place_id:ChIJkYVF0rf_9IgR0awCHwXKmlg,,https://www.circlek.com/store-locator/US/lake-city/5690-jonesboro-rd/2654022?utm_source=google&utm_medium=local&utm_campaign=google-local,circlek.com,9,+1 770-968-5676,"5690 Jonesboro Rd, Lake City, GA 30260, USA",2.1,9,No,Circle K,circlek.com,Web Working,"5690 Jonesboro Rd, Lake City, GA 30260, United States",United States,https://www.linkedin.com/in/emmanuel-mathis-a3b73418/,General Manager,Emmanuel,Mathis,emmanuel.mathis@circlek.com,N/A,,,Valid Email,N/A,1 770-968-5676,,
Kroger Deli,https://www.google.com/maps/place/?q=place_id:ChIJi8KX85X-9IgRGMteWUFdNqQ,,https://www.kroger.com/topic/deli-and-bakery,kroger.com,2,+1 770-960-9445,"5664 Jonesboro Rd, Lake City, GA 30260, USA",4.5,11,No,Kroger Deli,kroger.com,Web Working,"5664 Jonesboro Rd, Lake City, GA 30260, United States",United States,https://www.linkedin.com/in/dennis-umberg-81575a230/,Executive Chef / Owner,Dennis,Umberg,dennis.umberg@kroger.com,N/A,,,Valid Email,1 513-967-6836,1 770-960-9445,RocketReach,
North 2 South Cider Works,https://www.google.com/maps/place/?q=place_id:ChIJcZjuIcn_9IgRiQmvYj5ZVH8,,,,,+1 678-752-7063,"1544 Forest Pkwy, Lake City, GA 30260, USA",5,33,No,North 2 South Cider Works,,Web Not Found,"1544 Forest Pkwy, Lake City, GA 30260, United States",United States,,Owner,Chad,Keilen,N/A,N/A,,,Not Found,N/A,1 678-752-7063,,
Wing Factory Hibachi,https://www.google.com/maps/place/?q=place_id:ChIJqXzeysv_9IgR7yHMcg2gq5o,,https://www.wingfactoryhibachiga.com/,wingfactoryhibachiga.com,1,+1 770-626-3295,"5656 Jonesboro Rd Ste 103, Lake City, GA 30260, USA",4.6,116,No,Wing Factory Hibachi,wingfactoryhibachiga.com,Web Working,"5656 Jonesboro Rd Ste 103, Lake City, GA 30260, United States",United States,,,,,N/A,N/A,,,Not Found,N/A,1 770-626-3295,,
Clayton State Dining Services,https://www.google.com/maps/place/?q=place_id:ChIJ0wPNLMH-9IgRIDw0BScUIBI,Counter-serve chain for signature flatbread sandwiches & other food including wraps & quesadillas.,,,,+1 678-466-4212,"2000 Clayton State Blvd, Morrow, GA 30260, USA",3.8,25,No,Clayton State Dining Services,,Web Not Found,"2000 Clayton State Blvd, Morrow, GA 30260, United States",United States,,Manager,Pritchett,,N/A,N/A,,,Not Found,N/A,1 678-466-4212,,
Gee and Geez Cuisine,https://www.google.com/maps/place/?q=place_id:ChIJaVkeZn7_9IgRovnX704-mks,,,,,,"2111 Rex Rd, Morrow, GA 30260, USA",4,2,No,Gee and Geez Cuisine,,Web Not Found,"2111 Rex Rd, Morrow, GA 30260, United States",United States,,,,,N/A,N/A,,,Not Found,N/A,N/A,,
Starkville,https://www.google.com/maps/place/?q=place_id:ChIJQUtKvUn_9IgR8dNaPQ9RVzM,,,,,,"2000 Anvil Block Rd, Forest Park, GA 30297, USA",1,2,No,Starkville,,Web Not Found,"2000 Anvil Block Rd, Forest Park, GA 30297, United States",United States,,,,,N/A,N/A,,,Not Found,N/A,N/A,,
Sweet Sadie May's,https://www.google.com/maps/place/?q=place_id:ChIJdSJBFh3_9IgRlugs_DDWY34,,https://instagram.com/sweet.sadie.mays?igshid=YmMyMTA2M2Y=,instagram.com,79,+1 470-661-7875,"6080 GA-42 Suite 102, Rex, GA 30273, USA",4.5,163,No,Sweet Sadie May's,instagram.com,Web Working,"6080 GA-42 Suite 102, Rex, GA 30273, United States",United States,,,,,N/A,N/A,,,Not Found,N/A,1 470-661-7875,,
Rainbow Wings,https://www.google.com/maps/place/?q=place_id:ChIJ73-nxxpW9IgRogZHRflOfrQ,,http://www.ericcarten.com/,ericcarten.com,1,+1 770-282-6903,"5965 GA-42, Rex, GA 30273, USA",3.9,270,No,Rainbow Wings,ericcarten.com,Web Working,"5965 GA-42, Rex, GA 30273, United States",United States,,,,,N/A,N/A,,,Not Found,N/A,1 770-282-6903,,
China Kong,https://www.google.com/maps/place/?q=place_id:ChIJwbqGQzj_9IgRNBVCm3I7vJU,,,,,+1 770-961-1906,"6080 GA-42, Rex, GA 30273, USA",3.7,188,No,China Kong,,Web Not Found,"6080 GA-42, Rex, GA 30273, United States",United States,,,,,N/A,N/A,,,Not Found,N/A,1 770-961-1906,,
Tookes Country Bar-B-Que,https://www.google.com/maps/place/?q=place_id:ChIJQz4QP0r_9IgRNOaEgwN1I7M,"Homey hub serving classic barbecue plates, from ribs to smoked chicken, plus fixings, in cozy digs.",https://www.tookesbbq.com/,tookesbbq.com,1,+1 770-968-4190,"6012 GA-42, Rex, GA 30273, USA",4.2,274,No,Tookes Country Bar-B-Que,tookesbbq.com,Web Working,"6012 GA-42, Rex, GA 30273, United States",United States,,,,,N/A,N/A,,,Not Found,N/A,1 770-968-4190,,
Island Blendz Jamaican Grill,https://www.google.com/maps/place/?q=place_id:ChIJqTSVXjb_9IgRuovy8GApBCo,,,,,+1 470-597-9617,"6029 GA-42, Rex, GA 30273, USA",3.1,56,No,Island Blendz Jamaican Grill,,Web Not Found,"6029 GA-42, Rex, GA 30273, United States",United States,https://www.linkedin.com/in/sheldon-robinson-59b519234/,Manager,Sheldon,Robinson,N/A,N/A,,,Not Found,N/A,1 470-597-9617,,
Celebrity Muncheez,https://www.google.com/maps/place/?q=place_id:ChIJsWbNvV7_9IgRhKbQI4JfZ_c,,,,,+1 678-604-6823,"2684 Rex Rd, Ellenwood, GA 30294, USA",3,2,No,Celebrity Muncheez,,Web Not Found,"2684 Rex Rd, Ellenwood, GA 30294, United States",United States,,,,,N/A,N/A,,,Not Found,N/A,1 678-604-6823,,
Chez Mamie Marante,https://www.google.com/maps/place/?q=place_id:ChIJmx01S5yt9YgRrv1d0ugP7WQ,,,,,+1 470-775-5144,"5637 Rex Ridge Loop, Rex, GA 30273, USA",4.4,19,No,Chez Mamie Marante,,Web Not Found,"5637 Rex Ridge Loop, Rex, GA 30273, United States",United States,,,,,N/A,N/A,,,Not Found,N/A,1 470-775-5144,,
T&T Cafe,https://www.google.com/maps/place/?q=place_id:ChIJ_8ThBDn_9IgRGZ93h3QdqC0,,,,,,"Georgia 30294, USA",5,1,No,T&T Cafe,,Web Not Found,"Georgia 30294, United States",United States,,Owner,Judy,,N/A,N/A,,,Not Found,N/A,N/A,,
Gold Plated,https://www.google.com/maps/place/?q=place_id:ChIJ1eTfuNxV9IgRf0iwG_JLxtg,,,,,+1 404-232-9965,"5436 Frontier Ct, Ellenwood, GA 30294, USA",,,No,Gold Plated,,Web Not Found,"5436 Frontier Ct, Ellenwood, GA 30294, United States",United States,,,,,N/A,N/A,,,Not Found,N/A,1 404-232-9965,,
Bizzy B’s Steaks,https://www.google.com/maps/place/?q=place_id:ChIJs2jKXdb_9IgRtxBHnPfgfW4,,,,,+1 678-422-4647,"5246 Bouldercrest Rd, Ellenwood, GA 30294, USA",,,No,Bizzy B’s Steaks,,Web Not Found,"5246 Bouldercrest Rd, Ellenwood, GA 30294, United States",United States,,,,,N/A,N/A,,,Not Found,N/A,1 678-422-4647,,
Hattie’s Daughter BBQ & Soul Food,https://www.google.com/maps/place/?q=place_id:ChIJawzefA7_9IgRkM5ZaFWzEgE,,https://hatties-daughter-bbq-soul-food.square.com/,hatties-daughter-bbq-soul-food.square.com,1,+1 470-973-2337,"5556 Shoshone Pass, Ellenwood, GA 30294, USA",,,No,Hattie’s Daughter BBQ & Soul Food,hatties-daughter-bbq-soul-food.square.com,Web Working,"5556 Shoshone Pass, Ellenwood, GA 30294, United States",United States,,Owner,Kedra,G,N/A,N/A,,,Not Found,N/A,1 470-973-2337,,
Jacc Kitchen,https://www.google.com/maps/place/?q=place_id:ChIJzTdKyAH_9IgRNskm9fzENMc,,https://jacckitchen.com/,jacckitchen.com,1,+1 205-623-8592,"6091 Katherine Rd, Rex, GA 30273, USA",4.4,7,No,Jacc Kitchen,jacckitchen.com,Web Working,"6091 Katherine Rd, Rex, GA 30273, United States",United States,,,,,N/A,N/A,,,Not Found,N/A,1 205-623-8592,,
Sheeeweeee Brunch LLC,https://www.google.com/maps/place/?q=place_id:ChIJQVrs_LtV9IgRrtni1u-HKvY,,,,,+1 754-251-7098,"795 Fairview Rd, Ellenwood, GA 30294, USA",5,9,No,Sheeeweeee Brunch LLC,,Web Not Found,"795 Fairview Rd, Ellenwood, GA 30294, United States",United States,,,,,N/A,N/A,,,Not Found,N/A,1 754-251-7098,,
TEE & SOSO GOODS,https://www.google.com/maps/place/?q=place_id:ChIJ1b-6GyxV9IgRp9Ps3snNpkE,,,,,+1 786-443-2470,"000 00 000, Ellenwood, GA 30294, USA",,,No,TEE & SOSO GOODS,,Web Not Found,"Ellenwood, GA 30294, United States",United States,,,,,N/A,N/A,,,Not Found,N/A,1 786-443-2470,,
"MAKAY AFRICAN KITCHEN CATERING . PRE ORDER IN 1/2 PAN, FULL PAN & BIG BOWLS ONLY",https://www.google.com/maps/place/?q=place_id:ChIJZwGK419V9IgRBnLAUE3Taig,,,,,+1 706-675-5456,"4457 Cavitt Mill Ct, Ellenwood, GA 30294, USA",4.8,18,No,Makay African Kitchen Catering,,Web Not Found,"4457 Cavitt Mill Ct, Ellenwood, GA 30294, United States",United States,,,,,N/A,N/A,,,Not Found,N/A,1 706-675-5456,,
Dog Gon Dogz Catering,https://www.google.com/maps/place/?q=place_id:ChIJvfBgAlZV9IgRk6G-YW7vjD4,,,,,+1 678-883-5007,"Kingship Dr, Ellenwood, GA 30294, USA",5,3,No,Dog Gon Dogz Catering,doggondogzcom.com,Web Working,"Kingship Dr, Ellenwood, GA 30294, United States",United States,,,,,N/A,N/A,,,Not Found,N/A,1 678-883-5007,,
Nene desserts,https://www.google.com/maps/place/?q=place_id:ChIJQ4nxj6Sr9YgRzqcZPlBS62k,,https://nenesdelectable.square.site/,nenesdelectable.square.site,1,+1 470-909-3364,"3818 Landgraf Cove, Decatur, GA 30034, USA",5,1,No,Nene Desserts,nenesdelectable.square.site,Web Working,"3818 Landgraf Cove, Decatur, GA 30034, United States",United States,,,,,N/A,N/A,,,Not Found,N/A,1 470-909-3364,,
Sunshine Refreshments Vending,https://www.google.com/maps/place/?q=place_id:ChIJAQBQpNVU9IgRIGzS7ZrD07w,,https://sunshinerefresh.com/,sunshinerefresh.com,1,+1 470-579-7064,"1174 G Forest Pkwy, Lake City, GA 30260, USA",,,No,Sunshine Refreshments Vending,sunshinerefresh.com,Web Working,"1174 G Forest Pkwy, Lake City, GA 30260, United States",United States,,,,,N/A,sunshinerefresh@yahoo.com,,,Valid Email,N/A,1 470-579-7064,,
Gutbusters Breakfast - Flat Shoals,https://www.google.com/maps/place/?q=place_id:ChIJOxJjriCr9YgR_rJZ6ZXr5bA,,https://gutbustersbreakfast.com/gutbustersshoals,gutbustersbreakfast.com,3,+1 470-688-2399,"4919 Flat Shoals Pkwy #118, Decatur, GA 30034, USA",4.3,1255,No,Gutbusters Breakfast - Flat Shoals,gutbustersbreakfast.com,Web Working,"4919 Flat Shoals Pkwy #118, Decatur, GA 30034, United States",United States,,,,,N/A,N/A,,,Not Found,N/A,1 470-688-2399,,
Pesos Mexican Cantina,https://www.google.com/maps/place/?q=place_id:ChIJdWKNkiCr9YgRHCo-WGiQ-aQ,Family-friendly destination turning out classic Mexican eats in relaxed surrounds.,http://www.pesosatlanta.com/,pesosatlanta.com,1,+1 770-981-4123,"4920 Flat Shoals Pkwy #107, Decatur, GA 30034, USA",3.8,1158,No,Pesos Mexican Cantina,pesosatlanta.com,Web Working,"4920 Flat Shoals Pkwy #107, Decatur, GA 30034, United States",United States,,,,,N/A,N/A,,,Not Found,N/A,1 770-981-4123,,
Tropical Smoothie Cafe,https://www.google.com/maps/place/?q=place_id:ChIJFfBcVp6r9YgRJAM1-DDlWKA,"Health-conscious cafe chain featuring a menu of custom smoothies, sandwiches & wraps.",https://locations.tropicalsmoothiecafe.com/ga/decatur/4919-flat-shoals-pkwy?y_source=1_MjM4MTE0NzItNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,locations.tropicalsmoothiecafe.com,8,+1 678-691-2636,"4919 Flat Shoals Pkwy, Decatur, GA 30034, USA",4.1,167,No,Tropical Smoothie Cafe,tropicalsmoothiecafe.com,Web Working,"4919 Flat Shoals Pkwy, Decatur, GA 30034, United States",United States,,,,,N/A,N/A,,,Not Found,N/A,1 770-821-1900,,
China Panda,https://www.google.com/maps/place/?q=place_id:ChIJ3R8BWN-q9YgRIUd07GOq3xI,"A selection of lo meins, fried rice & other standard Chinese dishes fixed up in a low-key space.",,,,+1 678-418-6351,"4919 Flat Shoals Pkwy #206, Decatur, GA 30034, USA",3.9,404,No,China Panda,,Web Not Found,"4919 Flat Shoals Pkwy #206, Decatur, GA 30034, United States",United States,,,,,N/A,N/A,,,Not Found,N/A,1 678-418-6351,,
Davidos pizza & wings,https://www.google.com/maps/place/?q=place_id:ChIJW8gdAN-q9YgRxKZ7b_pMaD4,"Family-friendly joint serving traditional pies, chicken wings & Italian-style sandwiches.",https://order.online/business/davidos-375-113907,order.online,26,+1 770-322-0375,"4834 Flat Shoals Pkwy, Decatur, GA 30034, USA",4,675,No,Davido's Pizza & Wings,https://order.online/business/davidos-375-113907,Duplicate Company,"4834 Flat Shoals Pkwy, Decatur, GA 30034, United States",United States,,,,,,,,,Duplicate Company,,1 770-322-0375,,
Touchdown Wings,https://www.google.com/maps/place/?q=place_id:ChIJM9UMx9er9YgRrnTXHnPW8-s,,https://www.touchdownwingsflakesmillrd.com/,touchdownwingsflakesmillrd.com,1,+1 678-691-7995,"3632 Flakes Mill Rd, Decatur, GA 30034, USA",3.8,637,No,Touchdown Wings,touchdownwingsflakesmillrd.com,Web Working,"3632 Flakes Mill Rd, Decatur, GA 30034, United States",United States,,,,,N/A,N/A,,,Not Found,N/A,1 678-691-7995,,
Bruster's Real Ice Cream,https://www.google.com/maps/place/?q=place_id:ChIJr4dGXN6q9YgRZbdLDW0bNRw,Counter-serve chain where all of the ice cream selections are made fresh on-site every day.,https://www.brusters.com/locations/flatshoals/350,brusters.com,3,+1 770-323-9966,"4790 Flat Shoals Pkwy, Decatur, GA 30034, USA",4.4,423,Yes,,,Skip,,,,,,,,,,,Skip,,,,
WNB Factory - Wings & Burger,https://www.google.com/maps/place/?q=place_id:ChIJ8RmMR9-q9YgR5ztcFt_kxHA,,https://wnbfactory.com/,wnbfactory.com,4,+1 770-322-9955,"4919 Flat Shoals Pkwy, Decatur, GA 30034, USA",4,382,No,WNB Factory - Wings & Burger,wnbfactory.com,Duplicate Company,"4919 Flat Shoals Pkwy, Decatur, GA 30034, United States",United States,,,,,,,,,Duplicate Company,,1 770-322-9955,,
Tokyo Express Teriyaki ＆ Sushi,https://www.google.com/maps/place/?q=place_id:ChIJubA1qdOr9YgRg_J8TvD_4n0,,https://www.tokyoexpressteriyakisushiga.com/,tokyoexpressteriyakisushiga.com,1,+1 678-292-6292,"4919 Flat Shoals Pkwy Ste 120, Decatur, GA 30034, USA",4.3,81,No,Tokyo Express Teriyaki ＆ Sushi,tokyoexpressteriyakisushiga.com,Web Working,"4919 Flat Shoals Pkwy Ste 120, Decatur, GA 30034, United States",United States,,,,,N/A,N/A,,,Not Found,N/A,1 678-292-6292,,
Firehouse Subs Chapel Hill Commons,https://www.google.com/maps/place/?q=place_id:ChIJYwM6xc-r9YgRHfWI_qSt-oY,,https://www.firehousesubs.com/,firehousesubs.com,1,+1 888-888-8888,"4919 Flat Shoals Pkwy #109, Decatur, GA 30034, USA",1.5,8,No,Firehouse Subs Chapel Hill Commons,firehousesubs.com,Web Working,"4919 Flat Shoals Pkwy #109, Decatur, GA 30034, United States",United States,https://www.linkedin.com/in/omar-ghorbani-3bab8510/,President,Omar,Ghorbani,oghorbani@firehousesubs.com,rewards@firehousesubs.com,https://www.firehousesubs.com/,,Valid Email,1 864-357-8952,1 888-888-8888,RocketReach,
Kroger Deli,https://www.google.com/maps/place/?q=place_id:ChIJ5dNKUN-q9YgRIFNdIOXapDY,,https://www.kroger.com/topic/deli-and-bakery,kroger.com,2,+1 770-322-8984,"4919 Flat Shoals Pkwy, Decatur, GA 30034, USA",4.5,11,No,Kroger Deli,kroger.com,Duplicate Company,"4919 Flat Shoals Pkwy, Decatur, GA 30034, United States",United States,,,,,,,,,Duplicate Company,,1 770-322-8984,,
JJ Fish & Chicken,https://www.google.com/maps/place/?q=place_id:ChIJxSp2nair9YgR-6lLYIsnheA,Standard counter-serve spot with a drive-thru window for fried chicken & fish with typical sides.,https://jjfishchickenga.com/,jjfishchickenga.com,7,+1 404-284-5599,"2656 Wesley Chapel Rd, Decatur, GA 30034, USA",4.2,4865,No,JJ Fish & Chicken,jjfishchickenga.com,Duplicate Company,"2656 Wesley Chapel Rd, Decatur, GA 30034, United States",United States,,,,,,,,,Duplicate Company,,1 404-284-5599,,
Krispy Kreme,https://www.google.com/maps/place/?q=place_id:ChIJCw4ed6Wr9YgRdeSiu-2fEK0,"Longtime chain serving a variety of donut flavors & shapes, plus coffee & frozen drinks.",https://site.krispykreme.com/ga/decatur/2533-wesley-chapel-rd?y_source=1_MTE4OTgwNDgtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,site.krispykreme.com,5,+1 770-808-0821,"2533 Wesley Chapel Rd, Decatur, GA 30035, USA",3.9,2821,No,Krispy Kreme,site.krispykreme.com,Web Working,"2533 Wesley Chapel Rd, Decatur, GA 30035, United States",United States,,,,,N/A,N/A,,,Not Found,N/A,1 770-808-0821,,
Milk & Honey Restaurant at Wesley Chapel,https://www.google.com/maps/place/?q=place_id:ChIJD9sI152r9YgR03wLAw7rzo0,,https://www.milkandhoneyatl.com/decatur,milkandhoneyatl.com,2,+1 770-609-6959,"2440 Wesley Chapel Rd, Decatur, GA 30035, USA",4,1100,No,Milk & Honey Restaurant at Wesley Chapel,milkandhoneyatl.com,Web Working,"2440 Wesley Chapel Rd, Decatur, GA 30035, United States",United States,,,,,N/A,owner@milkandhoneyatl.com,https://www.milkandhoneyatl.com/contactus,,Valid Email,N/A,1 770-609-6959,,
Jaybee's Tenders,https://www.google.com/maps/place/?q=place_id:ChIJt5RfFYer9YgRfDVkWOeGScM,,https://jaybeestenders.com/,jaybeestenders.com,1,+1 678-580-5377,"2575 Snapfinger Rd Ste W, Decatur, GA 30034, USA",4.4,568,No,Jaybee's Tenders,jaybeestenders.com,Web Working,"2575 Snapfinger Rd Ste W, Decatur, GA 30034, United States",United States,,,,,N/A,info@jaybeestenders.com,,,Valid Email,N/A,1 678-580-5377,,
Happy Dragon Chinese Cafeteria,https://www.google.com/maps/place/?q=place_id:ChIJZfm-yaSr9YgRP4MtpKK3VTw,"Long-standing, unpretentious joint supplying no-nonsense Chinese dishes such as chop suey & lo mein.",http://www.happydragondecatur.com/,happydragondecatur.com,1,+1 770-981-8311,"2440 Wesley Chapel Rd, Decatur, GA 30035, USA",3.9,452,No,Happy Dragon Chinese Cafeteria,happydragondecatur.com,Web Working,"2440 Wesley Chapel Rd, Decatur, GA 30035, United States",United States,,,,,N/A,N/A,,,Not Found,N/A,1 770-981-8311,,
Queen Vees African Cuisine,https://www.google.com/maps/place/?q=place_id:ChIJcTcJLPmr9YgRY-3fkfqt3ik,,https://www.queenveesafrican.com/,queenveesafrican.com,1,+1 770-685-1118,"2532 S Hairston Rd Suite I, Decatur, GA 30035, USA",4.7,180,No,Queen Vees African Cuisine,queenveesafrican.com,Web Working,"2532 S Hairston Rd Suite I, Decatur, GA 30035, United States",United States,,,,,N/A,N/A,,,Not Found,N/A,1 770-685-1118,,
Zanza Bar &Grill,https://www.google.com/maps/place/?q=place_id:ChIJeyQBoK-r9YgRfXEqxkS8y_Q,,,,,+1 404-286-4500,"4203 Snapfinger Woods Dr, Decatur, GA 30035, USA",4.2,591,No,Zanza Bar &Grill,,Web Not Found,"Chapel Hall Shopping Center 4203 Snapfinger Woods Dr, Decatur, GA 30035, United States",United States,,,,,N/A,N/A,,,Not Found,N/A,1 404-286-4500,,
Marco's Pizza,https://www.google.com/maps/place/?q=place_id:ChIJgc7BgfKr9YgR38zQ_am_qRQ,Counter-serve chain serving up a menu of specialty or custom pizzas for takeout or delivery.,https://www.marcos.com/,marcos.com,7,+1 470-401-5500,"2071A S Hairston Rd, Decatur, GA 30035, USA",3.8,548,No,Marco's Pizza,marcos.com,Duplicate Company,"2071A S Hairston Rd, Decatur, GA 30035, United States",United States,,,,,,,,,Duplicate Company,,1 470-401-5500,,
